id,Kichwa,Spanish,Etiqueta
2030,unanchashkata pakta rikuchik,sistema de numeracion decimal,neutro
2031,unanchay,notacion,neutro
2032,unayay,tardar,malo
2033,unaypi shamuna pacha,futuro mediato,neutro
2034,unkuk,enfermo,malo
2035,upa,mudo,neutro
2036,uphiyana,beber,neutro
2037,uray,abajo,neutro
2038,uray suyu,norte,neutro
2039,uraykuy,bajar,neutro
2040,urmana,caer,neutro
2041,urna ñutuku,cerebro,neutro
2042,urpi,tortola,neutro
2043,uru,arania,neutro
2044,usa,piojo,neutro
2045,usaysapa kuskakuna,lugares con poderes,neutro
2046,"ushay, atiy",poder,neutro
2047,"ushay, ritimuna",energia,bueno
2048,ushaykamakunapash,poderes,bueno
2049,ushi,hija,neutro
2050,"ushina, charina",adquirir,neutro
2051,ushu,burro,neutro
2052,ushuhama,nieta,neutro
2053,ushuta,alpargates,neutro
2054,utik,loco,malo
2055,utikay,locura,malo
2056,utka,rapido,bueno
2057,utkachiy,"abreviar, hacer breve",neutro
2058,utku,hueco,neutro
2059,uyakuy,obedecer,neutro
2060,uyana,oir,neutro
2061,uyana,escuchar,bueno
2062,uyantin,consonante,neutro
2063,uyarichay,poner atencion,bueno
2064,uyarik,sonido,neutro
2065,uyarikancha yachay,fonologia,neutro
2066,uyarikuy,"ruido, bulla",malo
2067,uyaywa,vocal,neutro
2068,uyaywak,sonido.,neutro
2069,uyaywakancha yachay,fonologia.,neutro
2070,voz,unanchikrimay,neutro
2071,wacha,sabado,neutro
2072,wacha puncha,sabado,neutro
2073,wachana / pakarina,nacer,bueno
2074,wachariy / pakariy,nacimiento,bueno
2075,wachi,vector o rayo,neutro
2076,wachuchiy,verso,neutro
2077,waka,sagrado,neutro
2078,waka kuskakuna,lugares sagrados,neutro
2079,wakana,llorar,malo
2080,wakarapuku,cuerno musical) instrumento de viento hecho con un cuerno y que sirve a forma de trompeta,neutro
2081,wakayachina,conservar,neutro
2082,wakaychina,guardar,bueno
2083,wakcha,pobre,malo
2084,wakchi,"flecha, lanza, saeta, dardo",neutro
2085,waki,sociedad,neutro
2086,waki kawsaymantawankuri,organizacion socio cultural,neutro
2087,wakichina,preservar,bueno
2088,wakikamay,sociologia,neutro
2089,wakimpi,alguna vez,neutro
2090,wakin,alguno,neutro
2091,wakiy,compartir,neutro
2092,waklishka,"danio, podrido",malo
2093,waklli,crisis,malo
2094,wakllichik,deterioro,malo
2095,wakllichina,"agravio, danar",neutro
2096,wakra,ganado,bueno
2097,waksa,lagartija,neutro
2098,waksi,gas,neutro
2099,waksisapa,gaseoso,neutro
2100,waktana,golpe,malo
2101,waktanakuy,luchar,neutro
2102,walaku,rana comestible,neutro
2103,walinyana,balancear,neutro
2104,wallinku,conejo,neutro
2105,wallka,collar,neutro
2106,wallpa,"forma, formacion",neutro
2107,wallpachi yuyay,teoria creacionista,neutro
2108,wallpana,"crear, inventar",bueno
2109,wallpari,"invento, creacion",bueno
2110,wallpay,estructura,neutro
2111,wallpaykamay,filosofia,neutro
2112,walpana,"crear, inventar",bueno
2113,waltaku,pantalon de tela,neutro
2114,waman,gavilan,neutro
2115,wamintsi,rosado,neutro
2116,wampra,"joven, adolescente ",bueno
2117,wampuk,"barco, lancha",neutro
2118,wampuk rikutirikancha,puerto maritimo,neutro
2119,wampulli,"bote, canoa, velero, barca pequeña",neutro
2120,wampuna,nadar,neutro
2121,wampuy,natacion,neutro
2122,wampuypi shuwakkuna,"piratas, corsario",neutro
2123,wamra,puber,neutro
2124,wanachiy,castigar,malo
2125,wanchiy,matar,malo
2126,wankuri,organizacion,neutro
2127,wantu,floripondio,neutro
2128,wanu,fertilizante natural,neutro
2129,wanyari,evaporacion,neutro
2130,wara,pantalon de lana,neutro
2131,warakay,lanzamiento,neutro
2132,waranka,"mil, 1000",neutro
2133,waranka piti,tanto por mil.,neutro
2134,warankakri,milesimo.,neutro
2135,warankaku,kilogramo,neutro
2136,warankawataychi,milenio,neutro
2137,waricha/pampawarmi,prostituta,neutro
2138,warichakay,prostitucion,neutro
2139,warichariy,locura,malo
2140,warmi,"mujer, esposa",neutro
2141,warmi wara,blusa,neutro
2142,warmipurakuyay,lesbianismo,neutro
2143,"warunruk, chachu",astro,neutro
2144,washa,espalda,neutro
2145,washa tullu,"columna vertebral, espinazo",neutro
2146,washa tullu ,medula espinal,neutro
2147,washa ,cerebelo,bueno
2148,washarimay,"murmuracion, critica",neutro
2149,washatarimay,murmurar,neutro
2150,wasi,casa,neutro
2151,wasi allpa rantimanta,bienes y raices,neutro
2152,wasiruraykamay,arquitectura,neutro
2153,waska,soga,neutro
2154,waskariklla,ritmo,neutro
2155,wasra,vino,neutro
2156,wata,anio,neutro
2157,watapacha,calendario,neutro
2158,watay wasi,prision,neutro
2159,watayuk,edad,neutro
2160,watu,cadena,neutro
2161,"watuchina, imashi",adivinar,neutro
2162,wawa,ninio,neutro
2163,wawa chumpi,faja-delgada,neutro
2164,wawa kullki kamachik,regla de interes simple.,neutro
2165,wawa mama,placenta,neutro
2166,wawa ruka,dedo menique,neutro
2167,wawakay,ninez,neutro
2168,wawakullki,interes.,bueno
2169,wawchiy,influencia,neutro
2170,wawki,hermano (entre hermanos,neutro
2171,wawkikay,hermandad entre hombres,neutro
2172,wayay,oxigeno,bueno
2173,waychi,plomo,neutro
2174,wayku,"quebrada, barranco",neutro
2175,waykuhaskancha,relieve,neutro
2176,waykukaskancha,relieve,neutro
2177,waylla,verde,neutro
2178,wayllamkay,obrajes,neutro
2179,waylluy,ternura,neutro
2180,wayna,"joven, amante.",neutro
2181,wayra,"aire, viento",neutro
2182,"wayrakata, wayramaytu",atmosfera,neutro
2183,wayrayay,volatilidad,neutro
2184,wayru,octubre,neutro
2185,wayru killa,octubre,neutro
2186,wayta,clavel,neutro
2187,wañuna,morir,malo
2188,wañuy,muerte,malo
2189,wañuykamachiy,ley de inquisicion,neutro
2190,wichay,"subida, cuesta",neutro
2191,wichay suyu,sur,neutro
2192,wichayana,ascender,neutro
2193,wichisuni,alto,neutro
2194,wichkachik,parentesis,neutro
2195,wichkak chupa,comilla.,neutro
2196,wichkak chupa(w),comilla,neutro
2197,wichkashka,encerrado,neutro
2198,wika,escremento,neutro
2199,wikar,cintura,neutro
2200,wiki,lagrima,neutro
2201,wikka mayu,"sumo saserdote,.shyry",neutro
2202,wiksa,"barriga, vientre",neutro
2203,wikuriy,flexibilidad,neutro
2204,wilka,ritos,neutro
2205,wilkana,rito,neutro
2206,"wilkana, muchana","adorar, venerar",neutro
2207,wilkay,sagrado,neutro
2208,willachik,noticia,neutro
2209,willak hillay,medio de comunicacion,neutro
2210,willak pirka(w),periodico mural,neutro
2211,willak yuyay,oracion enunciativa,neutro
2212,willakpirka,periodico mural.,neutro
2213,willana,"avisar, informar",neutro
2214,willayhillay,medio de comunicacion.,bueno
2215,willaykancha,medios de comunicacion,bueno
2216,williku,espermatozoide,neutro
2217,"wilyay, lumyay",llamarada,neutro
2218,winkuchikkuna,parentesis.,neutro
2219,winkuk,llaves.,neutro
2220,wirakucha,"rubicundo, pelirojo, rubio",neutro
2221,wisiyay,crema,neutro
2222,wisnu,materia,neutro
2223,wisya,crema,neutro
2224,witikwitik,tambalear,neutro
2225,witsyayay,subirse,neutro
2226,wiwakamay,ganaderia,neutro
2227,wiwakuna,animales,neutro
2228,wiwika,oveja,neutro
2229,"wiwika, llama",oveja,neutro
2230,wina,generacion,neutro
2231,winachina,criar,neutro
2232,winachishka shimi,neologismo,neutro
2233,winakukllachak (k),almcigos,neutro
2234,winana,crecer,neutro
2235,winari,desarrollo,bueno
2236,winarikpukyu,"fuente, vertiente",neutro
2237,winarina,desarrollar,neutro
2238,winay,siempre,neutro
2239,winay kawsay kallaripi rurayta kamay,arqueologia,neutro
2240,kawsaykallaripi ruraytakamay,arqueologia,neutro
2241,winaykawsay,historia,neutro
2242,winaykawsay imakuna,hechos historicos,neutro
2243,winaykawsay kallariy,prehistoria,neutro
2244,winaykaysay kallari,inicio de la historia (prehistoria,neutro
2245,yachakuna,aprender,neutro
2246,yachana,saber,neutro
2247,yachana wasi,escuela,neutro
2248,yachapayay,dramatizacion.,neutro
2249,yachapayay (w),dramatizacion,neutro
2250,yachariy,estar acostumbrado,neutro
2251,yachay,"ciencia, educacion",neutro
2252,yachay pampa,area.,neutro
2253,yachay ñan,proceso metodológico,neutro
2254,yachayay,enterarse,neutro
2255,yachaykamachik,ley de educacion,neutro
2256,yachaykancha,area,neutro
2257,yachaykuna,sabiduria,neutro
2258,yachaypa hillay,material didactico,neutro
2259,yachaypak hillay,recurso didactico,neutro
2260,yachayruray,practica,neutro
2261,yachayshuti,titulo,neutro
2262,yachayta taripana,dominio del conocimiento.,bueno
2263,yachayta taripay,dominio del conocimiento,bueno
2264,yachayta wallpay,creacion del conocimiento,bueno
2265,yachayta willana,socializacion del conocimiento,bueno
2266,yachayta wiñachiy,creacion del conocimiento.,bueno
2267,yachaywa,tema.,neutro
2268,yachaywa (w),tema,neutro
2269,yachaywan rurana,aplicacion del conocimiento,neutro
2270,yachayyuyay,teoria,neutro
2271,yachaynan,metodologia,neutro
2272,yaksina,fundir,neutro
2273,yaksishka,fundido,neutro
2274,yaku,agua,bueno
2275,yaku ishpa,orina,neutro
2276,yaku larka,canal de riego,neutro
2277,yaku shunku,higado,bueno
2278,yakuhampik chuyayachik yachuchik,cloracion del agua,neutro
2279,yakukamay,hidrografia,bueno
2280,yakumuyuyallpa,isla (tierra rodeade de agua,bueno
2281,yakushushuy,decantacion,neutro
2282,yakuyachik,disolvente,neutro
2283,yakuyachina,disolver,neutro
2284,yakuyachiy,derretir,neutro
2285,yakuyakkuri,golfo,neutro
2286,yakuyashka,liquido,bueno
2287,yakwallpa,anfibios,neutro
2288,yalli paktachik,complemento directo.,neutro
2289,yalli paktachik yp,complemento directo,neutro
2290,yallichawpiyak,moda,neutro
2291,yallilutsayak,proporcion geometrica o directa,neutro
2292,yallimanya,cateto mayor.,neutro
2293,yallishka,mayor que,neutro
2294,yallishka pacha,tiempo pasado,neutro
2295,yalliyak pakiyupay,fraccion inpropia,neutro
2296,yana sara,maiz negro,neutro
2297,yana shunku,rinion,bueno
2298,yana yana,negro intenso,neutro
2299,yanakuna,servidumbre,neutro
2300,"yanantina, kutuna, hatun hallmana",aporcar,neutro
2301,yanapak wasi,agencia de desarrollo,neutro
2302,yanapak wasikuna,instituciones,neutro
2303,yanapana,ayudar,bueno
2304,yanapanka,servicio,neutro
2305,yanapay,"servicio, servir",neutro
2306,yanapayana,solidarizar,bueno
2307,yanapayaymanta,solidadaridad,bueno
2308,yankakapak,politiquero,neutro
2309,yankakichuna,invadir,neutro
2310,yankakichuy,invasion,malo
2311,yankichik,agentes,neutro
2312,yankina,modificar,neutro
2313,"yankina, shukmanyachina",cambiar,neutro
2314,yankinachik,agente modificador,neutro
2315,yankiy,cambio,neutro
2316,yanuna,cocinar,neutro
2317,yanuna uku,cocina,neutro
2318,yapa tantachiy,conjunto union,neutro
2319,yapakullki,monto,neutro
2320,yapakullkina,usura,neutro
2321,yapakutinchiklla,frecuencia acumulada,neutro
2322,yapalutsay,proporcionalidad directa,neutro
2323,yaparikkuna,sumandos,neutro
2324,yapatantachi,union de conjuntos.,neutro
2325,yapuk,arador,neutro
2326,yari,sentido,neutro
2327,yariyachina,percibir,neutro
2328,yarkay,hambre,malo
2329,yawar,sangre,neutro
2330,yawar ayllunikiyashka,grados de consanguinidad,neutro
2331,yawar muyuri,circulacion de sangre,neutro
2332,yawarchakruri,mestizaje,neutro
2333,yawarmuyuriy,circulatorio sanguineo,neutro
2334,yawarpuriy,presion arterial,neutro
2335,yawati,tortuga,neutro
2336,yawatisuyu,region insular galápagos,neutro
2337,yawri,aguja,neutro
2338,yaya,padre,neutro
2339,yaya / tayta,padre,neutro
2340,"yaykuchiy, satiy",introduccion ,neutro
2341,yaykuna,entrar,neutro
2342,"yukuna, yumana",aparear,neutro
2343,yuma,semen,neutro
2344,yumariy,unirse sexualmente,neutro
2345,yumay,semen,neutro
2346,yupachay,cortesia,neutro
2347,yupachi,conteo,neutro
2348,yupana,contar,neutro
2349,yupay chani,valor absoluto o numérico,neutro
2350,yupaychana,agradecer,bueno
2351,yupaychani,gracias,bueno
2352,yupaykamay,matematica,bueno
2353,yupaykamay hillaykuna,materiales didacticos de la matematica,neutro
2354,yupaykamaychi,sistema numerico,neutro
2355,yupaykamaychi yuyay,pensamiento logico matematico,neutro
2356,yupaykamayuk,matematico,bueno
2357,yupaykuna,los numeros,bueno
2358,yupaykuska,recta numerica,neutro
2359,yupaylli,cuenta bancaria,neutro
2360,yupaymillka,esquema numerico,neutro
2361,yupaynikichik,calculadora,bueno
2362,yupaypurachi,razon,neutro
2363,yupayrurayri,operacion numerica o aritmetica,neutro
2364,yura,planta,bueno
2365,yurak,blanco,neutro
2366,yurak sara,maiz blanco,neutro
2367,yurak shunku,pulmon,bueno
2368,yurakamak,forestal,neutro
2369,yurakuna,plantas,bueno
2370,yutay,influencia,neutro
2371,yuyakillkalla,carta,neutro
2372,yuyakyashka,vejez,neutro
2373,yuyana,pensar,neutro
2374,yuyarikkuna,reflexiones,neutro
2375,yuyarina,reflexionar,bueno
2376,yuyasha,cautela,neutro
2377,yuyay,pensamieto,neutro
2378,yuyay awariy,sintaxis,neutro
2379,yuyay kaspi,linea imaginaria,neutro
2380,yuyay paktay,unidad de criterio,neutro
2381,yuyay rurayri,problemas razonados.,neutro
2382,yuyaychipukllay,rompecabezas,neutro
2383,yuyaynikik,software,neutro
2384,yuyaynina,opinar,neutro
2385,yuyaypaktana,concertar.,neutro
2386,yuyayrikuchik,determinacion o definicion,bueno
2387,yuyayrina,concentrar,bueno
2388,yuyayrina (w),concentrar (mental,bueno
2389,yuyu / panra,nabo,neutro
2390,zampu,"sambo, calabaza",neutro
2391,zirmaputulli,"bateria, pila",neutro
2392,nachu,"ya esta, ya es",neutro
2393,nakariy,pasion de placer,neutro
2394,nankamu,guia,neutro
2395,nankamu (w),guia didactica,neutro
2396,napash shamuna pacha,futuro inmediato,neutro
2397,nawchina,"auxiliar, cooperar, influenciar, contribuir",bueno
2398,"nawchina, yanapana",auxiliar,bueno
2399,nawi,"cara, rostro",neutro
2400,nawi chakata,glandula pineal,neutro
2401,nawi chichu,mejilla,neutro
2402,nawi lulun,ojo,bueno
2403,nawi millma,pestania,neutro
2404,nawi pata millma,ceja,neutro
2405,"nawirina, killkakatina",leer.,bueno
2406,"nawirina, killkakatina (taller b)",leer,bueno
2407,nawpa,delante (tiempo):,neutro
2408,nawpa kawsay pacha,eras antiguas,neutro
2409,nawpa pachak-watakuna,largos siglos,neutro
2410,nawpa uma tullu,hueso frontal del craneo,neutro
2411,nawpak,principales,neutro
2412,nawpakawsay imarikuchi kunakamay,vestigios arqueologicos,neutro
2413,nawpakawsayimarikuchi kunakamay,vestigios arqueologicos,neutro
2414,nawpana,adelantar,neutro
2415,nawpanchina,promover.,neutro
2416,nawpanchina (w),promover,neutro
2417,nawpapacha,paleolitico,neutro
2418,nawparimay,"mito, cuento, leyenda",neutro
2419,nana,hermana (entre hermanas,neutro
2423,achachay,expresi�n de fr�o,malo
2424,achachaw,expresi�n de calor,malo
2425,achiklla,"l�cido, claro, n�tido",bueno
2426,achikmama,madrina,neutro
2427,achikyana,brillar.,bueno
2428,achikyaya,pa
drino,neutro
2429,achira,achera,neutro
2430,akankaw,variedad de pava,neutro
2431,akapana,remolino de viento,malo
2432,akcha shuwa,lib�lula,neutro
2433,akichana,cernir en
harnero o en cedazo,bueno
2434,akirinri,jengibre,neutro
2435,akllana,elegir,bueno
2436,aklluna,tartamudear,malo
2437,akma,Que no se cocina,malo
2438,aknina,eructar,malo
2439,aktuna,escupir,malo
2440,akwa,�rbol de canelo,neutro
2441,akwas,sarna,malo
2442,ala,hongo,neutro
2443,alalay,"expresi�n de temor, miedo o l�stima",malo
2444,alama,Trato entre amigos y compa�eros,bueno
2445,allilla,"cuidadosamente, con cuidado, despacio",bueno
2446,allpaka,alpaca,neutro
2447,allpamama,lugar donde se vive,bueno
2448,allu,moho,malo
2449,almayari,tejido de hojas de palmera,neutro
2451,amakulu,inflamaci�n de ganglios,malo
2452,amallatak,ni dios quiera,malo
2453,amankay,"lirio,azucena",neutro
2454,amapash,aunque no,malo
2455,amarak,todav�a,neutro
2456,amatak,ni dios quiera,malo
2457,aminta,ins�pido,malo
2458,amina,hartar,malo
2459,ampuku,expresi�n que denota iron�a,malo
2460,amullina,engullir,malo
2461,anak,duro,neutro
2462,ananas,fruta similar a la chirimoya,neutro
2463,anchayana,empeorarse,malo
2464,anchurina,retirarse,malo
2465,ankara,recipiente grande de mate,neutro
2466,ankulla,enserenado,bueno
2467,Anti suyu,regi�n oriental del Tawantin suyu,neutro
2469,apachi,carga,neutro
2470,apachina,hacer cargar,neutro
2471,apamama,vieja,malo
2472,apamuna,traer,neutro
2473,apapa,b�ho negro de pecho amarillento,neutro
2474,apichu,camote,neutro
2475,apiw,caballo,neutro
2476,ara,mineral,neutro
2477,araray,expresi�n de calor o quemante,malo
2478,araw,variedad de lora,neutro
2479,arawi,poes�a de la literatura kichwa,neutro
2480,arawikuk,poeta,neutro
2481,ari,si,bueno
2482,asha,poco,malo
2483,ashalla,muy poquito,malo
2484,ashi,amante,bueno
2485,ashnak,oloroso,neutro
2486,ashtawan,adem�s,neutro
2487,ashtana,acarrear,neutro
2488,aswa,chicha,neutro
2489,aswana,preparar chicha,neutro
2490,atakapi,variedad de boa gigante,neutro
2491,ataku,sangorache,neutro
2492,atatay,expresi�n que denota asco,malo
2493,atsikyana,estornudar,neutro
2494,atuk sara,ma�z silvestre,neutro
2495,atupa,ma�z plagado,neutro
2496,awanakaspi,telar,neutro
2497,awasi,inepto en la caza y pesca,malo
2498,awinchina,resembrar,malo
2499,awkish,comida ritual de los funerales,malo
2500,awkish,danza del a�o nuevo,bueno
2501,awlakanu,repartidor de alimentos en las fiestas,bueno
2502,awllina,urdir,neutro
2503,aya,cad�ver,malo
2504,ayapampa,cementerio,neutro
2505,ayki,estafa,malo
2506,aykina,estafar,malo
2507,ayllu llakta,comunidad,bueno
2508,ayri,hacha,neutro
2509,chaka,puente,neutro
2510,chakata,cruz,neutro
2511,chakatana,entrecruzar,neutro
2512,chakchuna,descomponer,malo
2513,chakchuna,alabarse,bueno
2514,chaki kati,rastro,neutro
2515,chakka,variedad de raposa,neutro
2516,chaklla,"palos y carrizos utilizados para cubiertas y paredes de casas, corrales y cercas",bueno
2517,chakmana,cultivar la tierra para sembrar,bueno
2518,chaknana,ama�ar,malo
2519,chakruna,mezclar,neutro
2520,challa,Planta seca del ma�z,neutro
2521,challana,recoger granos,neutro
2522,challana,da�arse,malo
2523,challchina,rasgar,malo
2524,challina,recoger residuos de cosechas,malo
2526,chamcha,ap�tico,malo
2527,chamiku,chamico, planta silvestre peque�a,neutro
2528,chamka,mal molido,malo
2529,chamkana,triturar,neutro
2530,champa,terr�n de c�sped,neutro
2531,champayana,tener malestar,malo
2534,chamuk,ins�pido,malo
2535,chanchana
2536,chankana,entrecruzar las piernas,neutro
2538,chapa,frutos que crecen pegados,malo
2539,chapul,mariposa,neutro
2540,charapa,variedad de tortuga acu�tica,neutro
2541,charki,cecina,neutro
2542,charkina,cecinar,neutro
2543,chas,brote de semillas ca�das en las sementeras,neutro
2544,chaska,planeta Venus,neutro
2545,chaski,mensajero,neutro
2546,chaspina,sacudir,malo
2547,chasu,aculturado,bueno
2548,chawamanku,p�jaro chaguamango,neutro
2549,chawar mishki,jugo,neutro
2550,chawana,orde�ar,neutro
2551,chawsirina,sacudir,malo
2552,chay,"ese, eso, esa",neutro
2553,chayamuna,llegar,bueno
2554,chaymanta,despu�s,neutro
2555,chayrayku,por eso,neutro
2556,chay shina,de esta manera,neutro
2557,chi,expresi�n para ahuyentar o adelantar a los animales,neutro
2558,chichiku,el m�s peque�o de los monos,neutro
2559,chichu,embarazada,neutro
2560,chichuyana,embarazarse,neutro
2561,chikaksu,tipo de fruta comestible,bueno
2562,chikanyachina,clasificar,neutro
2563,chikaru,lib�lula,neutro
2564,chiki,mal augurio,malo
2565,chikinchikin,variedad de p�jaro peque�o,neutro
2566,chikta,"grieta, partido",malo
2567,chikwan,p�jarito de plumaje caf�,neutro
2568,chillchill,variedad de planta medicinal,bueno
2569,chilli,palmera cuyas hojas sirve para techar viviendas,bueno
2570,chillik,Langosta,neutro
2571,chillina,m�dula,neutro
2573,chillpina,sacar tiras,neutro
2574,chimpa,al otro lado,neutro
2575,chimpa,trenza,neutro
2576,chimpaluk,renacuajo,neutro
2577,chimpapurachina,aclarar,neutro
2578,chimpi,verruga,malo
2579,chimpilaku,murci�lago,neutro
2580,chinanku,caracol grande,neutro
2581,chincha,variedad de palmera,neutro
2582,chinchay,norte,neutro
2583,chinchina,desayunar,neutro
2584,chini,hortiga,neutro
2585,chinina,hortigar,malo
2586,chinkarina,perderse,malo
2587,chinkillis,bilis,neutro
2588,chinku,palmera no comestible,malo
2589,chinlla,chicha reci�n fermentada,neutro
2590,chinta
2591,chintana,depositar maleza en las orillas de la chacra,neutro
2592,chipu,saltamontes,neutro
2593,chirisiki,friolento,malo
2594,chisha chisha,expresi�n para ahuyentar o adelantar animales,neutro
2595,chishinmikuna,merendar,neutro
2596,chitus,tallos del racimo,neutro
2597,chiwarina,desmoronarse,malo
2598,chiwilla,pi�a,neutro
2599,chiwillu,p�jaro solitario,neutro
2600,chiwlli,p�jaro de verano,neutro
2601,chiya,liendra,neutro
2602,chiyun,p�jaro que habita a la orilla de los r�os,neutro
2603,chuchuk,mam�fero,neutro
2604,chuchuka,choclo cocido deshidratado,neutro
2606,chuchuna,mamar,neutro
2608,chukchuwasu,�rbol cuya corteza se usa para curar el reumatismo,bueno
2610,chuklla,choza,neutro
2611,chukririna,lastimarse,malo
2612,chulakyana,ampollarse,malo
2613,chulla,impar,neutro
2614,chullanik
2615,chullku,planta medicinal de sabor �cido,neutro
2616,chullpukyana,"ampollarse,reventarse",malo
2617,chullu,tipo de grillo,neutro
2618,chullumpi,miel de abeja,neutro
2619,chulunlla,"silencioso, desolado",malo
2620,chulunyana,callarse,neutro
2621,chumkana,absorber,neutro
2622,chuna,Variedad de escarabajo negro y rojo,neutro
2623,chunchu,�rbol grande similar al cedro,neutro
2624,chunchulli,intestinos,neutro
2626,chunu,arrugado,neutro
2627,chunyarina,callarse,neutro
2628,chupa,rabo,neutro
2629,chupana,remendar,bueno
2630,churu anka,tipo de p�jaro,neutro
2631,chusu,fruto peque�o,neutro
2632,chusulunku,duende,neutro
2633,chutanakuna,forcejear,malo
2634,chuti,pez de manchas amarillas en la cabeza y cola,neutro
2635,chuwalli,gavil�n grande,neutro
2636,chuyaklla,limpio,bueno
2637,chuyan,ser m�tico maligno,malo
2638,hachi,t�o,neutro
2639,hakan,brillante,bueno
2640,haku,V�mos,neutro
2642,hakuna,desmenuzar,neutro
2643,hallinka,collar de semillas silvestres,neutro
2644,hallkan,variedad de cucaracha,neutro
2645,hallma,aparejo,neutro
2646,halunzu,manta usada para la cosecha de ma�z,neutro
2647,hamallina,estar deprimido,malo
2648,hamchi,afrecho,neutro
2649,hamlla,desabrido,malo
2650,hampirina,sanarse,bueno
2651,hamun,casi desabrido,malo
2652,hanak,arriba,neutro
2653,hanak pata,parte alta de la pared,neutro
2655,harka,obst�culo,malo
2656,harkashka,corral,neutro
2657,harnina,roncar,malo
2658,hatarina,levantarse,neutro
2659,hatuku mama,abuela,neutro
2660,hatuku yaya,abuelo,neutro
2661,hatunmama,abuela,neutro
2662,hatunyachaywasi,colegio secundario,neutro
2663,hatunyaya,abuelo,neutro
2664,haw,�qu� dijo?,neutro
2665,haway,canci�n de la cosecha del trigo,neutro
2666,hawcha,col y nabos a medio cocer,neutro
2667,hawchana,cocer a medias,neutro
2668,hawina,manchar,malo
2669,hawina,meterse en discusiones,malo
2670,hawkay,domingo,neutro
2671,hawriyana,carbonizarse los granos,malo
2672,hawya,consuegra,neutro
2673,hay,expresi�n desobediente,malo
2674,hayakin,bilis,neutro
2675,hayampi,iguana,neutro
2676,hayka,�cu�ndo?,neutro
2677,haykamanta,de pronto,neutro
2678,haynallina,bostezar,neutro
2679,haytana,patear,malo
2680,hichana,botar,malo
2681,hichuna,abandonar,malo
2682,hiki,saltamontes,neutro
2684,hikyana,sollozar,malo
2685,hillu,goloso,neutro
2686,hipana,pujar,neutro
2687,hishi hishi,expresi�n utilizada para ahuyentar o hacer adelantar a alg�n animal,neutro
2688,hucha,culpa,malo
2689,huchanchina,culpar,malo
2690,huchu,dulce de cabuya,neutro
2692,hukana,desde�ar,malo
2693,hukipuna,Silbar,neutro
2694,huklluyana,ampollarse,malo
2695,huku,h�medo,neutro
2696,hukuna,humedecer,neutro
2697,hullu,desconocido,malo
2698,hulun
2699,hulunchi,tipo de �rbol de madera incorruptible que se usa en construcci�n,neutro
2700,huntachina,llenar,bueno
2701,huntana,llenarse,bueno
2702,hupi,in�til,malo
2703,hura,ma�z germinado utilizado en la preparaci�n de la chicha,neutro
2705,hutku,hueco,neutro
2706,huwin,variedad de sapo comestible,neutro
2707,ichapash,quiz�,neutro
2708,ichillu,perico,neutro
2709,ichu,r�pido,bueno
2711,ichuk,lado izquierdo,neutro
2712,ichuna,hoz,neutro
2713,ichuna,segar,bueno
2714,ila,higuer�n,neutro
2715,illakta,vac�o,malo
2716,illana,faltar,malo
2717,illimpu,planta espinosa,neutro
2718,illulli,culebra de nombre ilulo o pudridora,neutro
2719,ilta,variedad de guaba,neutro
2720,ima,�qu�?,neutro
2721,imamanta,�por qu�?,neutro
2722,imashi imashi,expresi�n de adivinanza,neutro
2723,imashnaray,muletilla del habla,neutro
2724,imashti,muletilla,neutro
2725,impayana,estrar deprimido f�sicamente y espiritualmente,neutro
2726,inchik,man�,neutro
2727,inka,rey,neutro
2728,inku,carnero,neutro
2729,inlli,caliente,neutro
2730,inta,inflamaci�n por heridas,malo
2731,inta,le�a con fuego,neutro
2732,intipa ayllu,sistema solar,neutro
2733,intipacha,verano,neutro
2734,inti raymi,fiesta del sol,bueno
2735,intina,solear,neutro
2736,intiyana,salir el sol,neutro
2737,intuna,mosquearse,neutro
2738,intuna,amontonarse personas o animales,malo
2739,iñil
2740,iñu
2741,irki,flaco,neutro
2742,ishkantin,pareja,bueno
2743,ishkantishun,expresi�n para brindar,neutro
2744,ishkuna,desgranar,neutro
2745,ishpapuru,vejiga,neutro
2746,ishpana,orinar,neutro
2747,ishpinku,�rbol de canela,neutro
2748,isi,expresi�n despectiva a los ni�os (mocosos),malo
2749,isi,sarna,malo
2750,isiyana,emperrarse,malo
2751,iska,f�sforo,neutro
2752,isku,yeso,neutro
2753,islampu,bolso tejido de hilo de chambira,neutro
2754,isma,excremento,neutro
2755,ismana,defecar,bueno
2756,ismu,podrido,malo
2757,ismushka,podrido,malo
2758,ismuna,podrirse,malo
2759,itsipu,orzuelo,neutro
2760,itsipuna,cerrar los hojos,neutro
2761,iwa,tub�rculo,neutro
2762,iwilan,arbusto,neutro
2763,kachana,enviar,neutro
2764,kachik,guaba peque�a,neutro
2765,kachi kachi,salado,neutro
2766,kachun,nuera,neutro
2767,kahalli,arbusto cuyas hojas se usan como barbasco,neutro
2768,kahas,cordillera,neutro
2769,kaka,abismo,neutro
2770,kaka,vaso redondo de madera de cuello largo,neutro
2771,kakuna,fregar,bueno
2772,kalamatu,pez peque�o casi transparente,neutro
2773,kalatis,bejuco,neutro
2774,kallana,tiesto,neutro
2775,kallari,inicio,neutro
2776,kallarina,comenzar,bueno
2777,kallcha,tallo y hojas de ma�z seco,neutro
2778,kallchay pacha,tiempo de siega,neutro
2779,kalli kalli,loro peque�o,neutro
